,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"7,000.00","7,000.00","7,000.00",Rs./Quintal,0.20,Metric Tonnes,13-11-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"9,255.00","9,255.00","9,255.00",Rs./Quintal,0.10,Metric Tonnes,09-12-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"8,425.00","8,425.00","8,425.00",Rs./Quintal,0.20,Metric Tonnes,08-12-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"9,000.00","9,000.00","9,000.00",Rs./Quintal,2.50,Metric Tonnes,06-12-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"8,655.00","8,655.00","8,655.00",Rs./Quintal,0.10,Metric Tonnes,04-12-2025
Gujarat,Kachchh,Rapar APMC,Spices,Ajwan,Ajwan,Local,"8,495.00","8,495.00","8,495.00",Rs./Quintal,0.06,Metric Tonnes,02-02-2026
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"5,175.00","8,125.00","7,500.00",Rs./Quintal,0.50,Metric Tonnes,29-12-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"5,750.00","10,000.00","8,500.00",Rs./Quintal,1.60,Metric Tonnes,25-12-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"7,505.00","9,205.00","8,500.00",Rs./Quintal,0.70,Metric Tonnes,25-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"5,000.00","7,500.00","7,000.00",Rs./Quintal,0.80,Metric Tonnes,22-12-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"6,500.00","10,055.00","9,000.00",Rs./Quintal,0.50,Metric Tonnes,21-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"6,000.00","11,500.00","8,500.00",Rs./Quintal,2.50,Metric Tonnes,15-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"7,000.00","7,705.00","7,500.00",Rs./Quintal,0.60,Metric Tonnes,14-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"7,505.00","9,455.00","9,000.00",Rs./Quintal,2.10,Metric Tonnes,13-12-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"5,505.00","9,500.00","8,700.00",Rs./Quintal,1.70,Metric Tonnes,11-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"5,250.00","10,000.00","8,500.00",Rs./Quintal,3.50,Metric Tonnes,08-11-2025
Gujarat,Mehsana,Kadi APMC,Spices,Ajwan,Ajwan,FAQ,"6,000.00","10,125.00","9,000.00",Rs./Quintal,0.50,Metric Tonnes,06-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"5,000.00","17,755.00","10,000.00",Rs./Quintal,11.28,Metric Tonnes,31-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,525.00","17,500.00","11,000.00",Rs./Quintal,22.94,Metric Tonnes,31-01-2026
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"6,555.00","13,630.00","9,750.00",Rs./Quintal,10.02,Metric Tonnes,30-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,550.00","18,065.00","11,500.00",Rs./Quintal,22.16,Metric Tonnes,30-01-2026
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,650.00","14,175.00","10,000.00",Rs./Quintal,16.44,Metric Tonnes,29-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,525.00","15,905.00","11,250.00",Rs./Quintal,21.84,Metric Tonnes,29-01-2026
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,450.00","15,000.00","11,500.00",Rs./Quintal,22.39,Metric Tonnes,28-01-2026
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,700.00","20,090.00","9,875.00",Rs./Quintal,16.06,Metric Tonnes,27-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,Local,"4,800.00","17,615.00","10,700.00",Rs./Quintal,26.96,Metric Tonnes,27-11-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,625.00","17,000.00","12,000.00",Rs./Quintal,34.16,Metric Tonnes,27-01-2026
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,575.00","13,430.00","9,125.00",Rs./Quintal,11.50,Metric Tonnes,26-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,Local,"5,075.00","22,175.00","10,800.00",Rs./Quintal,41.36,Metric Tonnes,26-11-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"4,675.00","13,880.00","9,250.00",Rs./Quintal,11.00,Metric Tonnes,25-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,Local,"5,250.00","16,265.00","10,750.00",Rs./Quintal,57.70,Metric Tonnes,25-11-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,FAQ,"3,125.00","14,550.00","9,125.00",Rs./Quintal,21.94,Metric Tonnes,24-12-2025
Gujarat,Mehsana,Unjha APMC,Spices,Ajwan,Ajwan,Local,"5,750.00","23,500.00","11,125.00",Rs./Quintal,60.06,Metric Tonnes,24-11-2025
