,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,400.00,"1,500.00",850.00,Rs./Quintal,100.30,Metric Tonnes,06-02-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","4,500.00","3,800.00",Rs./Quintal,189.50,Metric Tonnes,06-01-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"1,500.00","3,000.00","2,500.00",Rs./Quintal,191.00,Metric Tonnes,05-12-2025
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,400.00,"1,500.00",900.00,Rs./Quintal,302.70,Metric Tonnes,05-02-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","4,500.00","3,850.00",Rs./Quintal,206.10,Metric Tonnes,05-01-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"1,000.00","3,000.00","2,500.00",Rs./Quintal,97.70,Metric Tonnes,04-12-2025
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,500.00,"1,200.00",900.00,Rs./Quintal,178.90,Metric Tonnes,04-02-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,800.00,"2,600.00","2,250.00",Rs./Quintal,151.20,Metric Tonnes,03-12-2025
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,700.00,"2,200.00","1,400.00",Rs./Quintal,232.10,Metric Tonnes,03-02-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"1,000.00","3,500.00","2,750.00",Rs./Quintal,209.40,Metric Tonnes,02-12-2025
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,700.00,"2,100.00","1,650.00",Rs./Quintal,350.70,Metric Tonnes,02-02-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","5,000.00","3,850.00",Rs./Quintal,160.00,Metric Tonnes,02-01-2026
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"1,200.00","4,000.00","3,350.00",Rs./Quintal,323.90,Metric Tonnes,01-12-2025
Gujarat,Ahmedabad,Ahmedabad APMC,Vegetables,Tomato,Other,FAQ,"2,000.00","4,500.00","3,400.00",Rs./Quintal,80.70,Metric Tonnes,01-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.08,Metric Tonnes,31-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,800.00","3,800.00","3,800.00",Rs./Quintal,0.06,Metric Tonnes,31-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.08,Metric Tonnes,30-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,200.00","2,200.00","2,200.00",Rs./Quintal,0.08,Metric Tonnes,30-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,30-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.07,Metric Tonnes,29-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.07,Metric Tonnes,29-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,500.00","4,500.00","4,500.00",Rs./Quintal,0.06,Metric Tonnes,29-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.07,Metric Tonnes,28-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"5,000.00","5,000.00","5,000.00",Rs./Quintal,0.05,Metric Tonnes,28-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.07,Metric Tonnes,27-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,27-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,0.06,Metric Tonnes,27-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.08,Metric Tonnes,26-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,000.00","2,000.00","2,000.00",Rs./Quintal,0.07,Metric Tonnes,26-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.05,Metric Tonnes,26-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,0.05,Metric Tonnes,25-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.07,Metric Tonnes,25-11-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,0.06,Metric Tonnes,25-01-2026
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"3,500.00","3,500.00","3,500.00",Rs./Quintal,0.06,Metric Tonnes,24-12-2025
Gujarat,Amreli,Damnagar APMC,Vegetables,Tomato,Local,Local,"2,800.00","2,800.00","2,800.00",Rs./Quintal,0.05,Metric Tonnes,24-11-2025
