sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
1841.0,Gujarat,Patan,470,Gram,Rabi,20th to 23th Octomber,20th Feb. to 5th March
1842.0,Gujarat,Patan,470,Mustard,Rabi,25th to 30th October,15th to 20th February
1843.0,Gujarat,Patan,470,Cumin,Rabi,5th to 15th November,25th Feb. to 10th March
1844.0,Gujarat,Patan,470,Fennel,Rabi,10th to 22th October,25th Feb to 8th March
1845.0,Gujarat,Patan,470,Ajwain,Rabi,25th Oct. to 3th November,20th to 25th February
1846.0,Gujarat,Patan,470,Dilseed,Rabi,15th Oct. to 20th October,3th to 15th March
1847.0,Gujarat,Patan,470,Pearl millet,Summer,18th to 25th February,18th to 30th May
1848.0,Gujarat,Patan,470,Fodder sorghum,Summer,25th Feb to 5th March,5th to 15th May
1849.0,Gujarat,Patan,470,Fodder Pearlmillet,Summer,25th Feb to 5th March,25th April to 5th May
1850.0,Gujarat,Banaskantha,,Pearl millet,Kharif,25th to 30th june,27th Sept to 5th Octo
1851.0,Gujarat,Banaskantha,,Sorghum,Kharif,10th july to 13th july,10th to 20th October
1852.0,Gujarat,Banaskantha,,Green Gram,Kharif,28th june to 5th july,15th to 30th September
1853.0,Gujarat,Banaskantha,,Black Gram,Kharif,28th june to 5th july,15th to 30th September
1854.0,Gujarat,Banaskantha,,Mothbean,Kharif,28th june to 5th july,15th to 30th September
1855.0,Gujarat,Banaskantha,,Pigeonpea,Kharif,15th to 30th September,15th to 25th January
1856.0,Gujarat,Banaskantha,,Castor,Kharif,10th to 15th August,25th Feb to 5th March
1857.0,Gujarat,Banaskantha,,Cotton,Kharif,5th to 12th june,20th Feb to 3th March
1858.0,Gujarat,Banaskantha,,Sesamum,Kharif,15th to 23th July,25th Oct to 10th November
1859.0,Gujarat,Banaskantha,,Groundnut,Kharif,15th june to 5th July,15th Sept. to 5th Octomber
1860.0,Gujarat,Banaskantha,,Clusterbean,Kharif,25th June to 25th July,30th august to 15th September
1861.0,Gujarat,Banaskantha,"469
469
469
469
469
469
469
469
469
469
469",Wheat,Rabi,5th to 10th November,10th to 25th March
1862.0,Gujarat,Banaskantha,,Isabgul,Rabi,15th Nov. to 15th December,30th Janu. To 15th February
1863.0,Gujarat,Banaskantha,,Mustard,Rabi,25th to 30th October,15th to 20th February
1864.0,Gujarat,Banaskantha,,Cumin,Rabi,5th to 15th November,25th Feb. to 10th March
1865.0,Gujarat,Banaskantha,,Fennel,Rabi,10th to 22th October,25th Feb to 8th March
1866.0,Gujarat,Banaskantha,,Ajwain,Rabi,25th Oct. to 3th November,20th to 25th February
1867.0,Gujarat,Banaskantha,,Potato,Rabi,15th Nov to 15th Dec,15th Feb to15th March
1868.0,Gujarat,Banaskantha,,Pearl millet,Summer,18th to 25th February,18th to 30th May
1869.0,Gujarat,Banaskantha,,Fodder sorghum,Summer,25th Feb to 5th March,5th to 15th May
1870.0,Gujarat,Banaskantha,,Fodder Pearlmillet,Summer,25th Feb to 5th March,25th April to 5th May
1871.0,Gujarat,Banaskantha,,Groundnut,Summer,15th Jan. to 10th February,20th March to 15th April
1872.0,Gujarat,Mahesana,471,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo
1873.0,Gujarat,Mahesana,471,Sorghum,kharif,10th july to 13th july,10th to 20th October
1874.0,Gujarat,Mahesana,471,Green Gram,kharif,28th june to 5th july,15th to 30th September
1875.0,Gujarat,Mahesana,471,Black Gram,kharif,28th june to 5th july,15th to 30th September
1876.0,Gujarat,Mahesana,471,Mothbean,kharif,28th june to 5th july,15th to 30th September
1877.0,Gujarat,Mahesana,471,Castor,kharif,10th to 15th August,25th Feb to 5th March
1878.0,Gujarat,Mahesana,471,Cotton,kharif,5th to 12th june,20th Feb to 3th March
1879.0,Gujarat,Mahesana,471,Sesamum,kharif,15th to 23th July,25th Oct to 10th November
1880.0,Gujarat,Mahesana,471,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber
1881.0,Gujarat,Mahesana,471,Clusterbean,kharif,20th June to 25th July,15th Sept. to 30th Sept.
1882.0,Gujarat,Mahesana,471,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.
1883.0,Gujarat,Mahesana,471,Wheat,Rabi,5th to 10th November,10th to 25th March
1884.0,Gujarat,Mahesana,471,Gram,Rabi,20th to 23th Octomber,20th to 5th March
1885.0,Gujarat,Mahesana,471,Mustard,Rabi,25th to 30th October,15th to 20th February
1886.0,Gujarat,Mahesana,471,Cumin,Rabi,5th to 15th November,25th Feb to 10th March
1887.0,Gujarat,Mahesana,471,Fennel,Rabi,10th to 22th October,25th Feb to 8th March
1888.0,Gujarat,Mahesana,471,Tobacco,Rabi,25th Sept to 10th October,25th Dec to 15th January
1889.0,Gujarat,Mahesana,471,Pearl millet,Summer,18th to 25th February,18th to 30th May
1890.0,Gujarat,Mahesana,471,Fodder sorghum,Summer,25th Feb to 5th March,5th to 15th May
1891.0,Gujarat,Mahesana,471,Fodder Pearlmillet,Summer,25th Feb to 5th March,25th April to 5th May
1892.0,Gujarat,Mahesana,471,Groundnut,Summer,10th jan to 15th March,10th May to 25th May
1893.0,Gujarat,Mahesana,471,Rice,Summer,15th Feb to 10th March,15th May to 10th June
1894.0,Gujarat,Sabarakantha,476,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo
1895.0,Gujarat,Sabarakantha,476,Sorghum,kharif,10th july to 13th july,10th to 20th October
1896.0,Gujarat,Sabarakantha,476,Green Gram,kharif,28th june to 5th july,15th to 30th September
1897.0,Gujarat,Sabarakantha,476,Black Gram,kharif,28th june to 5th july,15th to 30th September
1898.0,Gujarat,Sabarakantha,476,Mothbean,kharif,28th june to 5th july,15th to 30th September
1899.0,Gujarat,Sabarakantha,476,Castor,kharif,10th to 15th August,25th Feb to 5th March
1900.0,Gujarat,Sabarakantha,476,Cotton,kharif,5th to 12th june,20th Feb to 3th March
1901.0,Gujarat,Sabarakantha,476,Sesamum,kharif,15th to 23th July,25th Oct to 10th November
1902.0,Gujarat,Sabarakantha,476,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber
1903.0,Gujarat,Sabarakantha,476,Clusterbean,kharif,20th June to 25th July,15th Sept. to 30th Sept.
1904.0,Gujarat,Sabarakantha,476,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.
1905.0,Gujarat,Sabarakantha,476,Maize,kharif,10th July to 13th July,10th to 20th October.
1906.0,Gujarat,Sabarakantha,476,Tur,kharif,15th June to 15th July,25th Nov. to 10th Jan.
1907.0,Gujarat,Sabarakantha,476,Wheat,Rabi,5th to 10th November,10th to 25th March
1908.0,Gujarat,Sabarakantha,476,Gram,Rabi,20th to 23th Octomber,20th to 5th March
1909.0,Gujarat,Sabarakantha,476,Mustard,Rabi,25th to 30th October,15th to 20th February
1910.0,Gujarat,Sabarakantha,476,Cumin,Rabi,5th to 15th November,25th Feb to 10th March
1911.0,Gujarat,Sabarakantha,476,Fennel,Rabi,10th to 22th October,25th Feb to 8th March
1912.0,Gujarat,Sabarakantha,476,Potato,Rabi,15th Nov to 15th Dec,15th Feb to 15th March
1913.0,Gujarat,Sabarakantha,476,Dilseed,Rabi,15th Oct. to 20th October,3th to 15th March
1914.0,Gujarat,Sabarakantha,476,Pearl millet,Summer,18th to 25th February,18th to 30th May
1915.0,Gujarat,Sabarakantha,476,Fodder sorghum,Summer,25th Feb to 5th March,5th to 15th May
1916.0,Gujarat,Sabarakantha,476,Fodder Pearlmillet,Summer,25th Feb to 5th March,25th April to 5th May
1917.0,Gujarat,Sabarakantha,476,Groundnut,Summer,10th jan to 15th March,10th May to 25th May
1918.0,Gujarat,Arvalli,922,Pearl millet,kharif,25th to 30th june,27th Sept to 5th Octo
1919.0,Gujarat,Arvalli,922,Sorghum,kharif,10th july to 13th july,10th to 20th October
1920.0,Gujarat,Arvalli,922,Green Gram,kharif,28th june to 5th july,15th to 30th September
1921.0,Gujarat,Arvalli,922,Black Gram,kharif,28th june to 5th july,15th to 30th September
1922.0,Gujarat,Arvalli,922,Fennel,kharif,28th june to 5th july,15th to 30th September
1923.0,Gujarat,Arvalli,922,Castor,kharif,10th to 15th August,25th Feb to 5th March
1924.0,Gujarat,Arvalli,922,Cotton,kharif,5th to 12th june,20th Feb to 3th March
1925.0,Gujarat,Arvalli,922,Sesamum,kharif,15th to 23th July,25th Oct to 10th November
1926.0,Gujarat,Arvalli,922,Groundnut,kharif,15th june to 5th July,15th Sept. to 5th Octomber
1927.0,Gujarat,Arvalli,922,Clusterbean,kharif,20th June to 25th July,15th Sept. to 30th Sept.
1928.0,Gujarat,Arvalli,922,Rice,kharif,10th June to 15th July,15th Octo. to 15th Nov.
1929.0,Gujarat,Arvalli,922,Maize,kharif,10th July to 13th July,10th to 20th October.
1930.0,Gujarat,Arvalli,922,Tur,kharif,15th June to 15th July,25th Nov. to 10th Jan.
1931.0,Gujarat,Arvalli,922,Wheat,Rabi,5th to 10th November,10th to 25th March
1932.0,Gujarat,Arvalli,922,Gram,Rabi,20th to 23th Octomber,20th to 5th March
1933.0,Gujarat,Arvalli,922,Mustard,Rabi,25th to 30th October,15th to 20th February
1934.0,Gujarat,Arvalli,922,Cumin,Rabi,5th to 15th November,25th Feb to 10th March
1935.0,Gujarat,Arvalli,922,Fennel,Rabi,10th to 22th October,25th Feb to 8th March
1936.0,Gujarat,Arvalli,922,Potato,Rabi,15th Nov to 15th Dec,15th Feb to 15th March
1937.0,Gujarat,Arvalli,922,Pearl millet,Summer,18th to 25th February,18th to 30th May
1938.0,Gujarat,Arvalli,922,Fodder sorghum,Summer,25th Feb to 5th March,5th to 15th May
1939.0,Gujarat,Arvalli,922,Fodder Pearlmillet,Summer,25th Feb to 5th March,25th April to 5th May
1940.0,Gujarat,Junagadh,476,Groundnut,kharif,May-June,Oct-Nov
1941.0,Gujarat,Junagadh,476,Irr. Cotton,kharif,May-June,Feb-March
1942.0,Gujarat,Junagadh,476,Sesamum,kharif,June-July,Oct-Nov
1943.0,Gujarat,Junagadh,476,Kharif Bajri,kharif,June-July,Oct-Nov
1944.0,Gujarat,Junagadh,476,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
1945.0,Gujarat,Junagadh,476,Onion,Rabi,Oct-Nov,March-April
1946.0,Gujarat,Junagadh,476,Cumin,Rabi,Oct-Nov,Feb-March
1947.0,Gujarat,Junagadh,476,Coriander,Rabi,Oct-Nov,Feb-March
1948.0,Gujarat,Junagadh,476,Gram,Rabi,Oct-Nov,Jan-Feb
1949.0,Gujarat,Junagadh,476,Moong,Summer,Feb-March,May-June
1950.0,Gujarat,Junagadh,476,Urd,Summer,Feb-March,May-June
1951.0,Gujarat,Junagadh,476,Summer Bajri,Summer,Feb-March,May-June
1952.0,Gujarat,Junagadh,476,Summer G'nut,Summer,Jan-Feb,May-June
1953.0,Gujarat,Gir somnath,921,Groundnut,kharif,May-June,Oct-Nov
1954.0,Gujarat,Gir somnath,921,Irr. Cotton,kharif,May-June,Feb-March
1955.0,Gujarat,Gir somnath,921,Sesamum,kharif,June-July,Oct-Nov
1956.0,Gujarat,Gir somnath,921,Kharif Bajri,kharif,June-July,Oct-Nov
1957.0,Gujarat,Gir somnath,921,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
1958.0,Gujarat,Gir somnath,921,Onion,Rabi,Oct-Nov,March-April
1959.0,Gujarat,Gir somnath,921,Cumin,Rabi,Oct-Nov,Feb-March
1960.0,Gujarat,Gir somnath,921,Coriander,Rabi,Oct-Nov,Feb-March
1961.0,Gujarat,Gir somnath,921,Gram,Rabi,Oct-Nov,Jan-Feb
1962.0,Gujarat,Gir somnath,921,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year)
1963.0,Gujarat,Gir somnath,921,Moong,Summer,Feb-March,May-June
1964.0,Gujarat,Gir somnath,921,Urd,Summer,Feb-March,May-June
1965.0,Gujarat,Gir somnath,921,Summer Bajri,Summer,Feb-March,May-June
1966.0,Gujarat,Gir somnath,921,Summer G'nut,Summer,Jan-Feb,May-June
1967.0,Gujarat,Porbandar,478,Groundnut,kharif,May-June,Oct-Nov
1968.0,Gujarat,Porbandar,478,Irr. Cotton,kharif,May-June,Feb-March
1969.0,Gujarat,Porbandar,478,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
1970.0,Gujarat,Porbandar,478,Cumin,Rabi,Oct-Nov,Feb-March
1971.0,Gujarat,Porbandar,478,Coriander,Rabi,Oct-Nov,Feb-March
1972.0,Gujarat,Porbandar,478,Sorghum,Rabi,Oct-Nov,Jan-Feb
1973.0,Gujarat,Porbandar,478,Gram,Rabi,Oct-Nov,Jan-Feb
1974.0,Gujarat,Porbandar,478,Moong,Summer,Feb-March,May-June
1975.0,Gujarat,Porbandar,478,Sesamum,Summer,Feb-March,May-June
1976.0,Gujarat,Amreli,480,Groundnut,Kharif,May-June,Oct-Nov
1977.0,Gujarat,Amreli,480,Irr. Cotton,Kharif,May-June,Feb-March
1978.0,Gujarat,Amreli,480,Unirr. Cotton,Kharif,May-June,Oct-Nov
1979.0,Gujarat,Amreli,480,Sesamum,Kharif,June-July,Oct-Nov
1980.0,Gujarat,Amreli,480,Kharif Bajri,Kharif,June-July,Oct-Nov
1981.0,Gujarat,Amreli,480,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
1982.0,Gujarat,Amreli,480,Onion,Rabi,Oct-Nov,March-April
1983.0,Gujarat,Amreli,480,Cumin,Rabi,Oct-Nov,Feb-March
1984.0,Gujarat,Amreli,480,Coriander,Rabi,Oct-Nov,Feb-March
1985.0,Gujarat,Amreli,480,Gram,Rabi,Oct-Nov,Jan-Feb
1986.0,Gujarat,Amreli,480,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year)
1987.0,Gujarat,Amreli,480,Moong,Summer,Feb-March,May-June
1988.0,Gujarat,Amreli,480,Urd,Summer,Feb-March,May-June
1989.0,Gujarat,Amreli,480,Summer Bajri,Summer,Feb-March,May-June
1990.0,Gujarat,Amreli,480,Summer G'nut,Summer,Jan-Feb,May-June
1991.0,Gujarat,Bhavnagar,481,Groundnut,Kharif,May-June,Oct-Nov
1992.0,Gujarat,Bhavnagar,481,Irr. Cotton,Kharif,May-June,Feb-March
1993.0,Gujarat,Bhavnagar,481,Unirr. Cotton,Kharif,May-June,Oct-Nov
1994.0,Gujarat,Bhavnagar,481,Sesamum,Kharif,June-July,Oct-Nov
1995.0,Gujarat,Bhavnagar,481,Kharif Bajri,Kharif,June-July,Oct-Nov
1996.0,Gujarat,Bhavnagar,481,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
1997.0,Gujarat,Bhavnagar,481,Wheat (Unirri.),Rabi,Oct-Nov,Feb-March
1998.0,Gujarat,Bhavnagar,481,Onion,Rabi,Oct-Nov,March-April
1999.0,Gujarat,Bhavnagar,481,Cumin,Rabi,Oct-Nov,Feb-March
2000.0,Gujarat,Bhavnagar,481,Coriander,Rabi,Oct-Nov,Feb-March
2001.0,Gujarat,Bhavnagar,481,Sorghum,Rabi,Oct-Nov,Jan-Feb
2002.0,Gujarat,Bhavnagar,481,Gram,Rabi,Oct-Nov,Jan-Feb
2003.0,Gujarat,Bhavnagar,481,Sugarcane,Rabi,Oct-Nov,Feb-March (Next Year)
2004.0,Gujarat,Bhavnagar,481,Moong,Summer,Feb-March,May-June
2005.0,Gujarat,Bhavnagar,481,Urd,Summer,Feb-March,May-June
2006.0,Gujarat,Bhavnagar,481,Summer Bajri,Summer,Feb-March,May-June
2007.0,Gujarat,Bhavnagar,481,Summer G'nut,Summer,Jan-Feb,May-June
2008.0,Gujarat,Botad,923,Groundnut,kharif,May-June,Oct-Nov
2009.0,Gujarat,Botad,923,Irr. Cotton,kharif,May-June,Feb-March
2010.0,Gujarat,Botad,923,Unirr. Cotton,kharif,May-June,Oct-Nov
2011.0,Gujarat,Botad,923,Sesamum,kharif,June-July,Oct-Nov
2012.0,Gujarat,Botad,923,Kharif Bajri,kharif,June-July,Oct-Nov
2013.0,Gujarat,Botad,923,Wheat (Irri.),Rabi,Oct-Nov,Feb-March
2014.0,Gujarat,Botad,923,Wheat (Unirri.),Rabi,Oct-Nov,Feb-March
2015.0,Gujarat,Botad,923,Onion,Rabi,Oct-Nov,March-April
2016.0,Gujarat,Botad,923,Cumin,Rabi,Oct-Nov,Feb-March
2017.0,Gujarat,Botad,923,Coriander,Rabi,Oct-Nov,Feb-March
2018.0,Gujarat,Botad,923,Sorghum,Rabi,Oct-Nov,Jan-Feb
2019.0,Gujarat,Botad,923,Gram,Rabi,Oct-Nov,Jan-Feb
2020.0,Gujarat,Botad,923,Summer Bajri,Summer,Feb-March,May-June
2021.0,Gujarat,Vadodara,486,Paddy,kharif,15 June -15 July,October
2022.0,Gujarat,Vadodara,486,Tur,kharif,Sep- Mid Octo,March
2023.0,Gujarat,Vadodara,486,Castor,kharif,15 July.- 15 Aug.,December
2024.0,Gujarat,Vadodara,486,Cotton,kharif,15 May- 30 June,February
2025.0,Gujarat,Vadodara,486,Soyabean,kharif,15 July-30 July,December
2026.0,Gujarat,Vadodara,486,Wheat,Rabi,15 Nov.-25 Dec.,April
2027.0,Gujarat,Vadodara,486,Maize,Rabi,15 Nov.-15 Dec.,April
2028.0,Gujarat,Chhotaudepur,476,Paddy,Kharif,15 June -15 July,October
2029.0,Gujarat,Chhotaudepur,476,Maize,Kharif,15 June-30 July,November
2030.0,Gujarat,Chhotaudepur,476,Tur,Kharif,Sep- Mid Octo,March
2031.0,Gujarat,Chhotaudepur,476,Udad,Kharif,15 June -15 July,December
2032.0,Gujarat,Chhotaudepur,476,Soyabean,Kharif,15 July-30 July,December
2033.0,Gujarat,Chhotaudepur,476,Cotton,Kharif,15 May- 30 June,February
2034.0,Gujarat,Chhotaudepur,476,Maize,Rabi,15 Nov.-15 Dec.,April
2035.0,Gujarat,Bharuch,488,Paddy,kharif,15 June -15 July,October
2036.0,Gujarat,Bharuch,488,Tur,kharif,Sep- Mid Octo,March
2037.0,Gujarat,Bharuch,488,Castor,kharif,15 July.- 15 Aug.,December
2038.0,Gujarat,Bharuch,488,Cotton,kharif,15 May- 30 June,February
2039.0,Gujarat,Bharuch,488,Soyabean,kharif,15 July-30 July,December
2040.0,Gujarat,Bharuch,488,Wheat,Rabi,15 Nov.-25 Dec.,April
2041.0,Gujarat,Narmada,487,Paddy,kharif,15 June -15 July,October
2042.0,Gujarat,Narmada,487,Tur,kharif,Sep- Mid Octo,March
2043.0,Gujarat,Narmada,487,Castor,kharif,15 July.- 15 Aug.,December
2044.0,Gujarat,Narmada,487,Cotton,kharif,15 May- 30 June,February
2045.0,Gujarat,Narmada,487,Soyabean,kharif,15 July-30 July,December
2046.0,Gujarat,Narmada,487,Maize,kharif,15 June-30 July,November
2047.0,Gujarat,Narmada,487,Wheat,Rabi,15 Nov.-25 Dec.,April
2048.0,Gujarat,Panchmahal,476,Paddy,kharif,15 June -15 July,October
2049.0,Gujarat,Panchmahal,476,Tur,kharif,Sep- Mid Octo,March
2050.0,Gujarat,Panchmahal,476,Castor,kharif,15 July.- 15 Aug.,December
2051.0,Gujarat,Panchmahal,476,Cotton,kharif,15 May- 30 June,February
2052.0,Gujarat,Panchmahal,476,Soyabean,kharif,15 July-30 July,December
2053.0,Gujarat,Panchmahal,476,Maize,kharif,15 June-30 July,November
2054.0,Gujarat,Panchmahal,476,Wheat,Rabi,15 Nov.-25 Dec.,April
2055.0,Gujarat,Panchmahal,476,Maize,Rabi,15 Nov.-15 Dec.,April
2056.0,Gujarat,Mahisagar,926,Paddy,kharif,15 June -15 July,October
2057.0,Gujarat,Mahisagar,926,Tur,kharif,Sep- Mid Octo,March
2058.0,Gujarat,Mahisagar,926,Castor,kharif,15 July.- 15 Aug.,December
2059.0,Gujarat,Mahisagar,926,Cotton,kharif,15 May- 30 June,February
2060.0,Gujarat,Mahisagar,926,Soyabean,kharif,15 July -30 July,December
2061.0,Gujarat,Mahisagar,926,Maize,kharif,15 June-30 July,November
2062.0,Gujarat,Mahisagar,926,Wheat,Rabi,15 Nov.-25 Dec.,April
2063.0,Gujarat,Mahisagar,926,Maize,Rabi,15 Nov.-15 Dec.,April
2064.0,Gujarat,Dahod,476,Paddy,Kharif,15 June -15 July,October
2065.0,Gujarat,Dahod,476,Tur,Kharif,Sep- Mid Octo,March
2066.0,Gujarat,Dahod,476,Soyabean,Kharif,15 July -30 July,December
2067.0,Gujarat,Dahod,476,Maize,Kharif,15 June-30 July,November
2068.0,Gujarat,Dahod,476,Udad,Kharif,15 June -15 June,December
2069.0,Gujarat,Dahod,476,Wheat,Rabi,15 Nov.-25 Dec.,April
2070.0,Gujarat,Dahod,476,Maize,Rabi,15 Nov.-15 Dec.,April
2071.0,Gujarat,Ahmedabad,474,Paddy,Kharif,1 July -15 Aug,Second week of October
2072.0,Gujarat,Ahmedabad,474,Bajara,Kharif,15 June-15 July,September Mid.
2073.0,Gujarat,Ahmedabad,474,Cotton,Kharif,IR 15 May-15 June/ Unirrain,Oct-January/Feb-March
2074.0,Gujarat,Ahmedabad,474,Castor,Kharif,First week of August,Dec-Feb
2075.0,Gujarat,Ahmedabad,474,Wheat,Rabi,Unirri oct 2/irri Nov,March
2076.0,Gujarat,Ahmedabad,474,Cumin,Rabi,First week of November,March
2077.0,Gujarat,Ahmedabad,474,Gram,Rabi,Second week of October,February
2078.0,Gujarat,Kheda,483,Paddy,Kharif,First week of june,Second week of October
2079.0,Gujarat,Kheda,483,Bajara,Kharif,Third week of July,Nov 1Week
2080.0,Gujarat,Kheda,483,Maize,Kharif,15 Jun-15 July,Oct 3 Week
2081.0,Gujarat,Kheda,483,Rajgro,Kharif,Second week of june,Dec 2nd Week
2082.0,Gujarat,Kheda,483,Pegionpea,Kharif,June-July,Dec.-Jan.
2083.0,Gujarat,Kheda,483,Moong,Kharif,June-July,September
2084.0,Gujarat,Kheda,483,Math,Kharif,June-July,September
2085.0,Gujarat,Kheda,483,Urad,Kharif,First week of June,September
2086.0,Gujarat,Kheda,483,Groundnut,Kharif,May-June,Nov-Dec
2087.0,Gujarat,Kheda,483,Sesamum,Kharif,June-July,Nov-Dec
2088.0,Gujarat,Kheda,483,Castor,Kharif,August,March-April
2089.0,Gujarat,Kheda,483,Soyabean,Kharif,First week of June,-
2090.0,Gujarat,Kheda,483,Cotton,Kharif,May-June,Dec-Feb
2091.0,Gujarat,Kheda,483,Tobacoo,Kharif,Aug-Sept,-
2092.0,Gujarat,Kheda,483,Guvar,Kharif,Aug/feb,Dec/june
2093.0,Gujarat,Kheda,483,Vegetables,Kharif,June-July-Aug,1.5 to 2 month after first Pikking
2094.0,Gujarat,Kheda,483,Fodar,Kharif,June-July,-
2095.0,Gujarat,Kheda,483,Wheat,Rabi,Nov-Dec,-
2096.0,Gujarat,Kheda,483,Juvar,Rabi,June-July,Oct-Nov
2097.0,Gujarat,Kheda,483,Maize,Rabi,June-July,Oct-Nov
2098.0,Gujarat,Kheda,483,Gram,Rabi,Oct-Nov,Feb-March
2099.0,Gujarat,Kheda,483,Mustard,Rabi,Oct-15,February
2100.0,Gujarat,Kheda,483,Castor,Rabi,Oct-Nov,May-June
2101.0,Gujarat,Kheda,483,Chikori,Rabi,Oct-Nov,May-June
2102.0,Gujarat,Kheda,483,Tobacoo,Rabi,Aug-Nov,Feb-March
2103.0,Gujarat,Kheda,483,Cumin,Rabi,November,March
2104.0,Gujarat,Kheda,483,coriender,Rabi,June-July-Oct.,November
2105.0,Gujarat,Kheda,483,Garlic,Rabi,Oct-Nov,Jan-Feb
2106.0,Gujarat,Kheda,483,Sava,Rabi,November,March-April
2107.0,Gujarat,Kheda,483,Isabgul,Rabi,Oct-Nov,February
2108.0,Gujarat,Kheda,483,Fennel,Rabi,Nov-Dec,-
2109.0,Gujarat,Kheda,483,Onian,Rabi,December,April-May
2110.0,Gujarat,Kheda,483,Potato,Rabi,Octo-Nov,Feb-March
2111.0,Gujarat,Kheda,483,Vegetables,Rabi,Nov-Jan,
2112.0,Gujarat,Kheda,483,Fodder,Rabi,2 week of November,second week of january
2113.0,Gujarat,Kheda,483,Paddy,Summer,First week of March,second week of May
2114.0,Gujarat,Kheda,483,Bajara,Summer,First week of March,May-June
2115.0,Gujarat,Kheda,483,Maize,Summer,First week of March,May-June
2116.0,Gujarat,Kheda,483,Mungbean,Summer,Feb-March second,Second week of March
2117.0,Gujarat,Kheda,483,Urad,Summer,Feb-March second,May-June
2118.0,Gujarat,Kheda,483,till,Summer,february,june
2119.0,Gujarat,Kheda,483,Vegetables,Summer,feb-march,-
2120.0,Gujarat,Kheda,483,Fooder,Summer,feb-march,-
2121.0,Gujarat,Anand,482,Paddy (rainfed),Kharif,3rd week of june-4th week of july,oct-nov
2122.0,Gujarat,Anand,482,Paddy (irrainfed),Kharif,1st week of july -4th week of july,oct-nov
2123.0,Gujarat,Anand,482,Bajara,Kharif,15 june-15 july,oct-nov
2124.0,Gujarat,Anand,482,Maize,Kharif,3rd week of june-4th week of july,oct-nov
2125.0,Gujarat,Anand,482,Pigeonpea,Kharif,15 june-15 july,Dec
2126.0,Gujarat,Anand,482,Mungbean,Kharif,16 june-15 july,Jan
2127.0,Gujarat,Anand,482,Sesamum,Kharif,1st week of july,oct-nov
2128.0,Gujarat,Anand,482,Castor,Kharif,2nd week of sep,1st week of march
2129.0,Gujarat,Anand,482,Soyabean,Kharif,3rd week of june-1st week of july,sep -oct
2130.0,Gujarat,Anand,482,Cotton,Kharif,2nd week of june,1st week nov to 1st week dec
2131.0,Gujarat,Anand,482,Clusterbean,Kharif,aug-september,oct-nov
2132.0,Gujarat,Anand,482,Groundnut,Kharif,jun- july,nov-dec
2133.0,Gujarat,Anand,482,Tobacoo,Rabi,15 agu-last week of nov,1st week of march-3rd week march
2134.0,Gujarat,Anand,482,Culacatti,Rabi,3rd week of oct-1st week of nov,2nd week of march-3rd week march
2135.0,Gujarat,Anand,482,Wheat,Rabi,20-30 nov,25 feb-10 march
2136.0,Gujarat,Anand,482,Rajgro,Rabi,3rd week oct to 2nd week nov,3 rd week of jan
2137.0,Gujarat,Anand,482,Maize,Rabi,3rd week oct to 2nd week nov,3nd week of feb-1st week march
2138.0,Gujarat,Anand,482,Chikori,Rabi,3rd week sep -2nd week of oct,1st week of march
2139.0,Gujarat,Anand,482,Gram,Rabi,15 oct to 15 nov,20-28 feb
2140.0,Gujarat,Anand,482,Mustard,Rabi,2nd week oct,10-20 feb
2141.0,Gujarat,Anand,482,Potato,Rabi,25 oct -25 nov,2ns week of feb -1st week of march
2142.0,Gujarat,Anand,482,Tomato,Rabi,sept,1 st week feb to march ending
2143.0,Gujarat,Anand,482,Cauliflower,Rabi,oct,jan-feb
2144.0,Gujarat,Anand,482,Cabbage,Rabi,nov,jan-feb
2145.0,Gujarat,Anand,482,Rajgaras,Rabi,1st week of nov,2nd week of feb
2146.0,Gujarat,Anand,482,Bajara,Summer,15 feb -15 march,2rd week of may
2147.0,Gujarat,Anand,482,Paddy,Summer,1 st week of feb,may
2148.0,Gujarat,Anand,482,Mungbean,Summer,25 feb 7 march,3 rd week of may -1st week june
2149.0,Gujarat,Gandhinagar,473,Paddy,Kharif,June-July,Oct.-Nov.
2150.0,Gujarat,Gandhinagar,473,Pearlmillet,Kharif,June-July,Sept-Octo.
2151.0,Gujarat,Gandhinagar,473,Sorghum,Kharif,June-July,Sept-Octo.
2152.0,Gujarat,Gandhinagar,473,Maize,Kharif,June-July,Sept-Octo.
