sl_no,state,district,district_code,crop,season,sowing_period,harvesting_period
2680.0,HP,Mandi,27,Potato,kHARIF,1st March to 15th April,1st July to 31st August
2681.0,HP,Mandi,27,Vegetables,kHARIF,20th March to 31st may,1st July to 31st Oct
2682.0,HP,Shimla,33,Maize,kHARIF,15th May to 1st week of June,15 Sep to 1st week of Oct.
2683.0,HP,Shimla,33,Paddy,kHARIF,15th June to 15th July,15th Sep to 1st week of Oct.
2684.0,HP,Shimla,33,Mash,kHARIF,1st June to 15th July,1st to 15th Oct.
2685.0,HP,Shimla,33,Rajmash,kHARIF,15th May to 1st week of June,15th Sep to 1st week of Oct.
2686.0,HP,Shimla,33,Oilseeds (Til etc.),kHARIF,20th June to 10th July,10th Oct. to 20th Oct.
2687.0,HP,Shimla,33,Ginger,kHARIF,15th April to 1st week May,15th Oct to 1st Nov.
2688.0,HP,Shimla,33,Potato,kHARIF,1st April to 15th April,15th Oct to 30th Oct
2689.0,HP,Shimla,33,Vegetables,kHARIF,1st week of March to April end,15th July to 15th Aug.
2690.0,HP,Sirmour,32,Maize,kHARIF,20th May to 15th June,Sept. to Oct.
2691.0,HP,Sirmour,32,Paddy,kHARIF,15th May to 7th June,1st Oct to 31st Oct
2692.0,HP,Sirmour,32,Mash,kHARIF,June to July,Oct. to Nov.
2693.0,HP,Sirmour,32,Rajmash,kHARIF,10th June to 30th June,1st Oct to 31st Oct
2694.0,HP,Sirmour,32,Oilseeds (Til etc.),kHARIF,25th June to 15th July,Oct. to Nov.
2695.0,HP,Sirmour,32,Ginger,kHARIF,Mid April to Mid May,1st Sept. to 30th Sept.
2696.0,HP,Sirmour,32,Potato,kHARIF,Jan. to Feb.,May to June
2697.0,HP,Sirmour,32,Vegetables,kHARIF,Feb to April,April to July
2698.0,HP,Solan,31,Maize,kHARIF,April to June,October
2699.0,HP,Solan,31,Paddy,kHARIF,June to July,October
2700.0,HP,Solan,31,Mash,kHARIF,May to June,October
2701.0,HP,Solan,31,Rajmash,kHARIF,-,-
2702.0,HP,Solan,31,Oilseeds (Til etc.),kHARIF,-,-
2703.0,HP,Solan,31,Ginger,kHARIF,May,October
2704.0,HP,Solan,31,Potato,kHARIF,-,-
2705.0,HP,Solan,31,Vegetables,kHARIF,March to April,June to July
2706.0,HP,Una,29,Maize,kHARIF,15th June to 30th June,15th Sept. to 30th Sept.
2707.0,HP,Una,29,Paddy,kHARIF,15th June to 15th July,10th Oct. to 30th Oct.
2708.0,HP,Una,29,Mash,kHARIF,15th June to 10th July,15th Sept. to 30th Sept.
2709.0,HP,Una,29,Rajmash,kHARIF,15th June to 30th June,20th Sept. to 30th Sept.
2710.0,HP,Una,29,Oilseeds (Til etc.),kHARIF,25th June to 7th July,15th Sept. to 30th Sept.
2711.0,HP,Una,29,Ginger,kHARIF,25th June to 7th July,15th Sept. to 30th Sept.
2712.0,HP,Una,29,Potato,kHARIF,15th Aug. to 30th Aug.,25th Oct. to 15th Nov.
2713.0,HP,Una,29,Vegetables,kHARIF,15th Feb. to 30th June,15th May to 30th Sept.
2714.0,HP,Bilaspur,30,Wheat,Rabi,25th Oct to 31st Dec,15th April to 31st May
2715.0,HP,Bilaspur,30,Barley,Rabi,Oct end to 1st Week of Nov,1st April to 30th April
2716.0,HP,Bilaspur,30,Gram,Rabi,15th Oct to 30th Oct.,1st April to 30th April
2717.0,HP,Bilaspur,30,Lentil,Rabi,15th Oct to 15th Nov,1st April to 30th April
2718.0,HP,Bilaspur,30,Oilseed (Mustard),Rabi,1st Oct to 31st Oct,1st March to 15th April
2719.0,HP,Bilaspur,30,Garlic,Rabi,Oct-Nov,May
2720.0,HP,Bilaspur,30,Potato,Rabi,Dec,15th March to 30th March
2721.0,HP,Bilaspur,30,Vegetables,Rabi,Oct,Jan to March
2722.0,HP,Chamba,23,Wheat,Rabi,"(1). 1st Sept. to 25th Nov (2). 15th April to 30th
April (Pangi valley)",1st May to 30th June
2723.0,HP,Chamba,23,Barley,Rabi,2nd week of Nov to 30th Nov,1st May to 30th June
2724.0,HP,Chamba,23,Gram,Rabi,-,-
2725.0,HP,Chamba,23,Lentil,Rabi,-,-
2726.0,HP,Chamba,23,Oilseed (Mustard),Rabi,1st Sept. to 15th Nov,1st May to 15th June
2727.0,HP,Chamba,23,Garlic,Rabi,1st Sept. to 30th Sept.,15th May to 15th June
2728.0,HP,Chamba,23,Potato,Rabi,16th Nov to End of Feb,15th June to 30th June
2729.0,HP,Chamba,23,Vegetables,Rabi,1st Sept. to 30th Nov,15th Feb to 15th June
2730.0,HP,Hamirpur,28,Wheat,Rabi,25th Sept to 30th Nov,15th April to 30th April
2731.0,HP,Hamirpur,28,Barley,Rabi,1st Oct to 15th Nov,1st April to 30th April
2732.0,HP,Hamirpur,28,Gram,Rabi,15th Oct to 15th Nov,15th April to 30th April
2733.0,HP,Hamirpur,28,Lentil,Rabi,15th Oct to 15th Nov,15th April to 30th April
2734.0,HP,Hamirpur,28,Oilseed (Mustard),Rabi,15th Oct to 15th Nov,15th April to 30th April
2735.0,HP,Hamirpur,28,Garlic,Rabi,15th Sept. to 15th Oct,1st May to 31 May
2736.0,HP,Hamirpur,28,Potato,Rabi,15th Dec to 15th Feb,15th April to 15th May
2737.0,HP,Hamirpur,28,Vegetables,Rabi,1st Sept. to 31st Dec.,1st Nov. to 31st March
2738.0,HP,Kangra,24,Wheat,Rabi,15th Oct to 15th Dec,15th April to 15th May
2739.0,HP,Kangra,24,Barley,Rabi,1st Nov to 15th Dec,1st April to 30th April
2740.0,HP,Kangra,24,Gram,Rabi,1st Oct to 15th Oct,1st April to 30th April
2741.0,HP,Kangra,24,Lentil,Rabi,1st oct to 30th Oct,1st April to 30th April
2742.0,HP,Kangra,24,Oilseed (Mustard),Rabi,15th Oct ot 15th Nov,1st April to 30th April
2743.0,HP,Kangra,24,Garlic,Rabi,15th Oct ot 15th Nov,15th April to 15th May
2744.0,HP,Kangra,24,Potato,Rabi,15th Nov to 30th Dec,15th April to 15th May
2745.0,HP,Kangra,24,Vegetables,Rabi,15th Sept to 20th Dec,15th Nov to 31st March
2746.0,HP,Kinnaur,34,Wheat,Rabi,1st week of Oct to 30th Oct,Last Week of July
2747.0,HP,Kinnaur,34,Barley,Rabi,"1.Last week of Jan to 2nd week of Feb (Kalpa and
pooh) 2. 1st to 30th Oct (Nichar)","1. Last week of April to 1st week of May (Kalpa and Pooh)
2. Last week of July (Nichar)"
2748.0,HP,Kinnaur,34,Gram,Rabi,-,-
2749.0,HP,Kinnaur,34,Lentil,Rabi,-,-
2750.0,HP,Kinnaur,34,Oilseed (Mustard),Rabi,2nd week of Oct,Last Week of April
2751.0,HP,Kinnaur,34,Garlic,Rabi,2nd Week of Oct,Last Week of June to 1st Week of July
2752.0,HP,Kinnaur,34,Potato,Rabi,Last Week of Oct,1st Week of March
2753.0,HP,Kinnaur,34,Vegetables,Rabi,last week of Oct,Last Week of April
2754.0,HP,Kullu,26,Wheat,Rabi,15th Oct to 15th Nov,15th May to 15th June
2755.0,HP,Kullu,26,Barley,Rabi,15th Oct to 7th Nov,15th May to 15th June
2756.0,HP,Kullu,26,Gram,Rabi,-,-
2757.0,HP,Kullu,26,Lentil,Rabi,-,-
2758.0,HP,Kullu,26,Oilseed (Mustard),Rabi,1st Oct to 15th Oct,15th March to 30th March
2759.0,HP,Kullu,26,Garlic,Rabi,15th Oct ot 15th Nov,30th April to 15th May
2760.0,HP,Kullu,26,Potato,Rabi,15th Sept to 15th Oct,15th March to 30th March
2761.0,HP,Kullu,26,Vegetables,Rabi,10th Sept to 10th Oct,20th Nov to 15th Dec
2762.0,HP,Mandi,27,Wheat,Rabi,15th Oct to 15th Dec,1st May to 30th June
2763.0,HP,Mandi,27,Barley,Rabi,15th Oct to 30th Nov,1st May to 30th June
2764.0,HP,Mandi,27,Gram,Rabi,1st Oct to 31st Oct,15th April to 15th May
2765.0,HP,Mandi,27,Lentil,Rabi,1st oct to 31st Oct,15th April to 15th May
2766.0,HP,Mandi,27,Oilseed (Mustard),Rabi,1st Oct to 30th Nov,1st April to 30th April
2767.0,HP,Mandi,27,Garlic,Rabi,15th Oct ot 30th Nov,1st April to 15th May
2768.0,HP,Mandi,27,Potato,Rabi,15th Nov to 31st Dec,1st April to 31st May
2769.0,HP,Mandi,27,Vegetables,Rabi,1st Oct to 30th Nov,1st Dec to 30th April
2770.0,HP,Shimla,33,Wheat,Rabi,20th Oct to 15th Nov,1st week of May
2771.0,HP,Shimla,33,Barley,Rabi,20th Oct to 15th Nov,15th April to 30th April
2772.0,HP,Shimla,33,Gram,Rabi,15th Oct to 30th Oct.,15th April to 30th April
2773.0,HP,Shimla,33,Lentil,Rabi,Last week of Oct to 15th Nov,15th April to 30th April
2774.0,HP,Shimla,33,Oilseed (Mustard),Rabi,1st Oct to 15th Oct.,15th April to 30th April
2775.0,HP,Shimla,33,Garlic,Rabi,15th Oct to 30th Oct.,15th April to 30th April
2776.0,HP,Shimla,33,Potato,Rabi,20th Feb to Mid March,20th Aug to 30th Aug.
2777.0,HP,Shimla,33,Vegetables,Rabi,15th Oct to 15th Nov.,15th Jan to 20th Feb.
2778.0,HP,Sirmour,32,Wheat,Rabi,15th Oct to 15th Nov.,1st April to 30th April
2779.0,HP,Sirmour,32,Barley,Rabi,15th Oct to 15th Nov,April to May
2780.0,HP,Sirmour,32,Gram,Rabi,Mid Oct to 5th Nov,15th March to 15th April
2781.0,HP,Sirmour,32,Lentil,Rabi,End Oct to Mid Nov,March
2782.0,HP,Sirmour,32,Oilseed (Mustard),Rabi,1st Oct to 15th Oct,Feb to March
2783.0,HP,Sirmour,32,Garlic,Rabi,Sept. to Oct,March
2784.0,HP,Sirmour,32,Potato,Rabi,Mid Sept. to Mid Oct,Dec. to Jan
2785.0,HP,Sirmour,32,Vegetables,Rabi,Sept. to Oct,Feb to March
2786.0,HP,Solan,31,Wheat,Rabi,October to Dec.,May
2787.0,HP,Solan,31,Barley,Rabi,October to Nov,May
2788.0,HP,Solan,31,Gram,Rabi,October to Nov,May
2789.0,HP,Solan,31,Lentil,Rabi,October,May
2790.0,HP,Solan,31,Oilseed (Mustard),Rabi,October to Nov,May
2791.0,HP,Solan,31,Garlic,Rabi,October to Nov,April
2792.0,HP,Solan,31,Potato,Rabi,,
2793.0,HP,Solan,31,Vegetables,Rabi,October to Nov,Jan onwards
2794.0,HP,Una,29,Wheat,Rabi,25th Oct. to 15th Dec.,1st April to 30th April
2795.0,HP,Una,29,Barley,Rabi,25th Oct. to 15th Dec.,1st April to 30th April
2796.0,HP,Una,29,Gram,Rabi,15th Oct. to 30th Nov.,1st April to 15th April
2797.0,HP,Una,29,Lentil,Rabi,25th Oct. to 15th Nov.,15th March to 31st March
2798.0,HP,Una,29,Oilseed (Mustard),Rabi,25th Oct. to 15th Nov.,15th March to 31st March
2799.0,HP,Una,29,Garlic,Rabi,15th Oct. to 15th Nov.,25th April to 15th May
2800.0,HP,Una,29,Potato,Rabi,25th Jan. to 1st Feb.,1st April to 15th April
2801.0,HP,Una,29,Vegetables,Rabi,1st Sept. to 31st Dec.,1st Nov. to 31st March
2802.0,UP,Badaun,149,Paddy,Kharif,01/07/2018 08052018,110201815112018
2803.0,UP,Badaun,149,Maize,Kharif,20/06/2018 07312018,20 Sept. 30 Oct.
2804.0,UP,Badaun,149,Jowar,Kharif,01/07/2018 07312018,110201830 Oct.
2805.0,UP,Badaun,149,Bajra,Kharif,01/07/2018 07312018,15 Sept. 30 Oct.
2806.0,UP,Badaun,149,Urd,Kharif,10/07/2018 08102018,20 Sept. 30 Oct.
2807.0,UP,Badaun,149,Mung,Kharif,01/07/2018 07312018,20 Sept. 30 Oct.
2808.0,UP,Badaun,149,Arhar,Kharif,- -,--
2809.0,UP,Badaun,149,Groundnut,Kharif,15/06/2018 07152018,1010201810112018
2810.0,UP,Badaun,149,Soybean,Kharif,- -,--
2811.0,UP,Badaun,149,Til,Kharif,01/07/2018 07312018,20 Sept. 30 Oct.
2812.0,UP,Badaun,149,Other crop-specify,Kharif,- -,--
2813.0,UP,Badaun,149,Wheat,Rabi,1 Nov. 31 Dec.,504201830042018
2814.0,UP,Badaun,149,Barley,Rabi,1 Nov. 30 Nov.,2503201830042018
2815.0,UP,Badaun,149,Rabi Maize,Rabi,- -,--
2816.0,UP,Badaun,149,Rape seed & Mustard,Rabi,01 Oct. 15 Nov.,10 Feb. 25032018
2817.0,UP,Badaun,149,Toria,Rabi,01 Sept. 30 Sept.,10 Dec. 31 Dec.
2818.0,UP,Badaun,149,Linseed,Rabi,- -,--
2819.0,UP,Badaun,149,Lentil,Rabi,Nov. Dec .,1003201805042018
2820.0,UP,Badaun,149,Field Pea,Rabi,Oct. Nov.,15 Feb. 05042018
2821.0,UP,Badaun,149,Gram,Rabi,Oct. Nov.,15 Feb. 05042018
2822.0,UP,Badaun,149,Rajmash,Rabi,- -,--
2823.0,UP,Badaun,149,Other crop-specify,Rabi,- -,--
2824.0,UP,Badaun,149,Maize,Summer/ Zaid,Jan. March,1505201815072018
2825.0,UP,Badaun,149,Bajra,Summer/ Zaid,- -,--
2826.0,UP,Badaun,149,Mung,Summer/ Zaid,15 Feb. 04152018,0505201815062018
2827.0,UP,Badaun,149,Urd,Summer/ Zaid,15 Feb. 04152018,0505201815062018
2828.0,UP,Badaun,149,Sunflower,Summer/ Zaid,- -,--
2829.0,UP,Badaun,149,Cotton,Summer/ Zaid,- -,--
2830.0,UP,Badaun,149,Zaid Paddy,Summer/ Zaid,- -,--
2831.0,UP,Badaun,149,Chena Sawan,Summer/ Zaid,- -,--
2832.0,UP,Badaun,149,Groundnut,Summer/ Zaid,Feb. March,June 10072018
2833.0,UP,Badaun,149,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2834.0,UP,Badaun,149,Mentha,Summer/ Zaid,00/01/1900 04152018,1505201825062018
2835.0,UP,Baghpat,139,Paddy,Kharif,Mid June Last July,OctoberNovember
2836.0,UP,Baghpat,139,Maize,Kharif,May June,SeptemberOctober
2837.0,UP,Baghpat,139,Jowar,Kharif,June July,OctoberNovember
2838.0,UP,Baghpat,139,Bajra,Kharif,June August,OctoberNovember
2839.0,UP,Baghpat,139,Urd,Kharif,Ist Week August Last Week August,Mid OctoberMid November
2840.0,UP,Baghpat,139,Mung,Kharif,Ist Week August Last Week August,Mid OctoberMid November
2841.0,UP,Baghpat,139,Arhar,Kharif,Mid May Mid June,Mid OctoberMid November
2842.0,UP,Baghpat,139,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
2843.0,UP,Baghpat,139,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
2844.0,UP,Baghpat,139,Til,Kharif,00/01/1900 00/01/1900,0001190000011900
2845.0,UP,Baghpat,139,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
2846.0,UP,Baghpat,139,Autumn Sugarcane,Kharif,October November,NovemberDecember
2847.0,UP,Baghpat,139,Spring Sugarcane,Kharif,February March,JanuaryFebruary
2848.0,UP,Baghpat,139,Summer Sugarcane,Kharif,April May,MarchApril
2849.0,UP,Baghpat,139,Wheat,Rabi,November December,Ist week AprilLast week of April
2850.0,UP,Baghpat,139,Barley,Rabi,Mid October Mid November,Ist week AprilMid April
2851.0,UP,Baghpat,139,Rabi Maize,Rabi,00/01/1900 00/01/1900,0001190000011900
2852.0,UP,Baghpat,139,Rape seed & Mustard,Rabi,October Mid November,Mid FebruaryMid March
2853.0,UP,Baghpat,139,Toria,Rabi,Ist Week September Last Week September,Ist Week DecemberLas week December
2854.0,UP,Baghpat,139,Linseed,Rabi,00/01/1900 00/01/1900,0001190000011900
2855.0,UP,Baghpat,139,Lentil,Rabi,Mid October Mid December,MarchMid April
2856.0,UP,Baghpat,139,Field Pea,Rabi,November Mid December,MarchMid April
2857.0,UP,Baghpat,139,Gram,Rabi,October November,MarchMid April
2858.0,UP,Baghpat,139,Rajmash,Rabi,00/01/1900 00/01/1900,0001190000011900
2859.0,UP,Baghpat,139,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
2861.0,UP,Baghpat,139,Maize,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2862.0,UP,Baghpat,139,Bajra,Summer/ Zaid,June July,OctoberNovember
2863.0,UP,Baghpat,139,Mung,Summer/ Zaid,February March,MayJune
2864.0,UP,Baghpat,139,Urd,Summer/ Zaid,February March,MayJune
2865.0,UP,Baghpat,139,Sunflower,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2866.0,UP,Baghpat,139,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2867.0,UP,Baghpat,139,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2868.0,UP,Baghpat,139,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2869.0,UP,Baghpat,139,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2870.0,UP,Baghpat,139,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2871.0,UP,Banda,170,Paddy,Kharif,25/06/2018 07302018,2010201815112018
2872.0,UP,Banda,170,Maize,Kharif,- -,--
2873.0,UP,Banda,170,Jowar,Kharif,25/06/2018 07152018,0510201830102018
2874.0,UP,Banda,170,Bajra,Kharif,25/06/2018 07152018,0510201830102018
2875.0,UP,Banda,170,Urd,Kharif,01/07/2018 07102018,2009201805102018
2876.0,UP,Banda,170,Mung,Kharif,01/07/2018 07102018,2009201805102018
2877.0,UP,Banda,170,Arhar,Kharif,01/07/2018 07252018,1003201830032018
2878.0,UP,Banda,170,Groundnut,Kharif,- -,--
2879.0,UP,Banda,170,Soybean,Kharif,- -,--
2880.0,UP,Banda,170,Til,Kharif,15/06/2018 06302018,2009201830092018
2881.0,UP,Banda,170,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
2882.0,UP,Banda,170,Wheat,Rabi,15/11/2018 12252018,2503201820042018
2883.0,UP,Banda,170,Barley,Rabi,15/11/2018 12252018,2503201820042018
2884.0,UP,Banda,170,Rabi Maize,Rabi,- -,--
2885.0,UP,Banda,170,Rape seed & Mustard,Rabi,25/10/2018 11252018,2002201820032018
2886.0,UP,Banda,170,Toria,Rabi,25/10/2018 11252018,2002201820032018
2887.0,UP,Banda,170,Linseed,Rabi,25/10/2018 11252018,2002201820032018
2888.0,UP,Banda,170,Lentil,Rabi,20/10/2018 11102018,0103201820032018
2889.0,UP,Banda,170,Field Pea,Rabi,20/09/2018 11202018,0101201810032018
2890.0,UP,Banda,170,Gram,Rabi,25/10/2018 10252018,2002201820032018
2891.0,UP,Banda,170,Rajmash,Rabi,- -,--
2892.0,UP,Banda,170,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
2893.0,UP,Banda,170,Maize,Summer/ Zaid,- -,--
2894.0,UP,Banda,170,Bajra,Summer/ Zaid,- -,--
2895.0,UP,Banda,170,Mung,Summer/ Zaid,10/03/2018 03302018,2505201815062018
2896.0,UP,Banda,170,Urd,Summer/ Zaid,- -,--
2897.0,UP,Banda,170,Sunflower,Summer/ Zaid,- -,--
2898.0,UP,Banda,170,Cotton,Summer/ Zaid,- -,--
2899.0,UP,Banda,170,Zaid Paddy,Summer/ Zaid,- -,--
2900.0,UP,Banda,170,Chena Sawan,Summer/ Zaid,- -,--
2901.0,UP,Banda,170,Groundnut,Summer/ Zaid,- -,--
2902.0,UP,Banda,170,Other crop-specify,Summer/ Zaid,- -,--
2903.0,UP,Banda,170,Bhindi (Okra),Summer/ Zaid,25/02/2018 03052018,2005201815062018
2904.0,UP,Bareilly,150,Paddy,Kharif,1st June 30th June,20th September31st October
2905.0,UP,Bareilly,150,Maize,Kharif,15th May 15th June,15th August15th September
2906.0,UP,Bareilly,150,Jowar,Kharif,20th June 15th July,15th October5th November
2907.0,UP,Bareilly,150,Bajra,Kharif,15th July 15th August,15th September15th October
2908.0,UP,Bareilly,150,Urd,Kharif,1st July 31st July,1st October31st October
2909.0,UP,Bareilly,150,Mung,Kharif,15th July 10th August,20th September15th October
2910.0,UP,Bareilly,150,Arhar (Short Duration),Kharif,1st July 15th July,1st December20th December
2911.0,UP,Bareilly,150,Arhar (Long Duration),Kharif,1st July 30th July,15th March15th April
2912.0,UP,Bareilly,150,Groundnut,Kharif,1st July 25th July,10th October31st October
2913.0,UP,Bareilly,150,Soybean,Kharif,- -,--
2914.0,UP,Bareilly,150,Til,Kharif,1st July 25th July,10th October31st October
2915.0,UP,Bareilly,150,Other crop-specify,Kharif,- -,--
2916.0,UP,Bareilly,150,Wheat,Rabi,15th November 31st December,1st April30th April
2917.0,UP,Bareilly,150,Barley,Rabi,- -,--
2918.0,UP,Bareilly,150,Rabi Maize,Rabi,- -,--
2919.0,UP,Bareilly,150,Rape seed & Mustard,Rabi,25th September 30th October,15th February31st March
2920.0,UP,Bareilly,150,Toria,Rabi,15th September 30th September,20th December15th January
2921.0,UP,Bareilly,150,Linseed,Rabi,- -,--
2922.0,UP,Bareilly,150,Lentil,Rabi,15th October 15th November,1st March31032018
2923.0,UP,Bareilly,150,Field Pea,Rabi,15th October 15th November,1st March31032018
2924.0,UP,Bareilly,150,Gram,Rabi,15th October 15th November,15th March31st March
2925.0,UP,Bareilly,150,Rajmash,Rabi,- -,--
2926.0,UP,Bareilly,150,Other crop-specify,Rabi,- -,--
2927.0,UP,Bareilly,150,Maize,Summer/ Zaid,- -,--
2928.0,UP,Bareilly,150,Bajra,Summer/ Zaid,- -,--
2929.0,UP,Bareilly,150,Mung,Summer/ Zaid,15th February 31st March,25th April15th June
2930.0,UP,Bareilly,150,Urd,Summer/ Zaid,15th February 15th March,15th May15th June
2931.0,UP,Bareilly,150,Sunflower,Summer/ Zaid,- -,--
2932.0,UP,Bareilly,150,Cotton,Summer/ Zaid,- -,--
2933.0,UP,Bareilly,150,Zaid Paddy,Summer/ Zaid,- -,--
2934.0,UP,Bareilly,150,Chena Sawan,Summer/ Zaid,- -,--
2935.0,UP,Bareilly,150,Groundnut,Summer/ Zaid,- -,--
2936.0,UP,Bareilly,150,Other crop-specify,Summer/ Zaid,- -,--
2937.0,UP,Basti,185,Paddy,Kharif,25/06/2018 07302018,0001190000011900
2938.0,UP,Basti,185,Maize,Kharif,00/01/1900 00/01/1900,0001190000011900
2939.0,UP,Basti,185,Jowar,Kharif,00/01/1900 00/01/1900,0001190000011900
2940.0,UP,Basti,185,Bajra,Kharif,July August,0001190000011900
2941.0,UP,Basti,185,Urd,Kharif,00/01/1900 00/01/1900,Sept15102018
2942.0,UP,Basti,185,Mung,Kharif,00/01/1900 00/01/1900,0001190000011900
2943.0,UP,Basti,185,Arhar,Kharif,June 07302018,1504201830042018
2944.0,UP,Basti,185,Groundnut,Kharif,00/01/1900 00/01/1900,0001190000011900
2945.0,UP,Basti,185,Soybean,Kharif,00/01/1900 00/01/1900,0001190000011900
2946.0,UP,Basti,185,Til,Kharif,June July,OctNov.
2947.0,UP,Basti,185,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
2948.0,UP,Basti,185,Wheat,Rabi,15/11/2018 06102018,1504201830042018
2949.0,UP,Basti,185,Barley,Rabi,00/01/1900 00/01/1900,0001190000011900
2950.0,UP,Basti,185,Rabi Maize,Rabi,00/01/1900 00/01/1900,0001190000011900
2951.0,UP,Basti,185,Rape seed & Mustard,Rabi,15/10/2018 11152018,1503201815042018
2952.0,UP,Basti,185,Toria,Rabi,20/09/2018 10302018,30112018Jan
2953.0,UP,Basti,185,Linseed,Rabi,00/01/1900 00/01/1900,0001190000011900
2954.0,UP,Basti,185,Lentil,Rabi,15/10/2018 11152018,1503201815042018
2955.0,UP,Basti,185,Field Pea,Rabi,15/10/2018 11152018,1503201815042018
2956.0,UP,Basti,185,Gram,Rabi,15/10/2018 11252018,3003201815042018
2957.0,UP,Basti,185,Rajmash,Rabi,00/01/1900 00/01/1900,0001190000011900
2958.0,UP,Basti,185,Other crop-specify,Rabi,00/01/1900 00/01/1900,0001190000011900
2959.0,UP,Basti,185,Sugarcane,Rabi,15/02/2018 May,NovMay
2960.0,UP,Basti,185,Maize,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2961.0,UP,Basti,185,Bajra,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2962.0,UP,Basti,185,Mung,Summer/ Zaid,15/02/2018 03302018,30042018May
2963.0,UP,Basti,185,Urd,Summer/ Zaid,15/02/2018 03302018,04042018May
2964.0,UP,Basti,185,Sunflower,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2965.0,UP,Basti,185,Cotton,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2966.0,UP,Basti,185,Zaid Paddy,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2967.0,UP,Basti,185,Chena Sawan,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2968.0,UP,Basti,185,Groundnut,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2969.0,UP,Basti,185,Other crop-specify,Summer/ Zaid,00/01/1900 00/01/1900,0001190000011900
2970.0,UP,Bhadohi,198,Paddy,Kharif,June July,NovemberDecember
2971.0,UP,Bhadohi,198,Maize,Kharif,June July,SeptemberOctober
2972.0,UP,Bhadohi,198,Jowar,Kharif,July August,NovemberDecember
2973.0,UP,Bhadohi,198,Bajra,Kharif,July August,OctoberNovember
2974.0,UP,Bhadohi,198,Urd,Kharif,July August,OctoberNovember
2975.0,UP,Bhadohi,198,Mung,Kharif,July August,OctoberNovember
2976.0,UP,Bhadohi,198,Arhar,Kharif,June July,MarchApril
2977.0,UP,Bhadohi,198,Groundnut,Kharif,- -,--
2978.0,UP,Bhadohi,198,Soybean,Kharif,- -,--
2979.0,UP,Bhadohi,198,Til,Kharif,June July,OctoberNovember
2980.0,UP,Bhadohi,198,Other crop-specify,Kharif,00/01/1900 00/01/1900,0001190000011900
2981.0,UP,Bhadohi,198,Wheat,Rabi,November December,MarchApril
2982.0,UP,Bhadohi,198,Barley,Rabi,November November,MarchApril
2983.0,UP,Bhadohi,198,Rabi Maize,Rabi,- -,--
2984.0,UP,Bhadohi,198,Rape seed & Mustard,Rabi,October November,March April
2985.0,UP,Bhadohi,198,Toria,Rabi,September September,DecemberDecember
2986.0,UP,Bhadohi,198,Linseed,Rabi,October November,FebruaryMarch
2987.0,UP,Bhadohi,198,Lentil,Rabi,October November,MarchMarch
2988.0,UP,Bhadohi,198,Field Pea,Rabi,October November,FebruaryMarch
2989.0,UP,Bhadohi,198,Gram,Rabi,October November,MarchApril
2990.0,UP,Bhadohi,198,Rajmash,Rabi,- -,--
2991.0,UP,Bhadohi,198,Other crop-specify,Rabi,- -,--
2992.0,UP,Bhadohi,198,Sugarcane,Rabi,September October,SeptemberNovember
2993.0,UP,Bhadohi,198,Maize,Summer/ Zaid,- -,--
2994.0,UP,Bhadohi,198,Bajra,Summer/ Zaid,- -,--
2995.0,UP,Bhadohi,198,Mung,Summer/ Zaid,February April,MayMay
2996.0,UP,Bhadohi,198,Urd,Summer/ Zaid,February March,MayMay
2997.0,UP,Bhadohi,198,Sunflower,Summer/ Zaid,February February,MayMay
2998.0,UP,Bhadohi,198,Cotton,Summer/ Zaid,- -,--
2999.0,UP,Bhadohi,198,Zaid Paddy,Summer/ Zaid,- -,--
3000.0,UP,Bhadohi,198,Chena Sawan,Summer/ Zaid,- -,--
3001.0,UP,Bhadohi,198,Groundnut,Summer/ Zaid,- -,--
3002.0,UP,Bhadohi,198,Other crop-specify,Summer/ Zaid,- -,--
3003.0,UP,Bhadohi,198,Sugarcane,Summer/ Zaid,February March,NovemberApril
3004.0,UP,Bulandshahr,142,Paddy,Kharif,June July,Oct. Nov.
